company_name,total_funding,company_market,company_city,company_max_round,isAcquired,company_city_popular,company_market_popular,investor_ratings,company_category_list
Bacchus Vascular,3.5,Biotechnology,Menlo Park,0,1,Menlo Park,Biotechnology,10.0,|Health and Wellness|Electronics|Medical|Health Care|
Emotive Communications,8.0,Photo Sharing,San Francisco,2,0,San Francisco,Other_market,9.8,|Enterprise Software|
PanTerra Networks,8.7,Mobile,San Francisco,1,0,San Francisco,Mobile,10.0,|Unifed Communications|SaaS|Cloud Data Services|Cloud Computing|Storage|Flash Storage|File Sharing|Software|
CymaBay Therapeutics,1.5,Enterprise Software,San Jose,4,0,San Jose,Enterprise Software,9.866666666666667,|Biotechnology|
Reliant Technologies,67.0,Biotechnology,Mountain View,5,1,Mountain View,Biotechnology,10.0,|Biotechnology|
VoloMedia,0.995,Software,San Francisco,3,0,San Francisco,Software,10.0,|Advertising|
eMeter,3.2,Recruiting,San Francisco,7,1,San Francisco,Other_market,10.0,|Clean Technology|
TripIt,1.1,Crowdfunding,San Francisco,3,1,San Francisco,Other_market,9.4,|Social Media|Travel|
Agily Networks,2.0,Security,Palo Alto,0,0,Palo Alto,Security,2.0,|Flash Storage|Synchronization|Networking|Peer-to-Peer|Trusted Networks|Storage|Cloud Computing|Web Hosting|
CastTV,15.0,Mobile Commerce,San Francisco,1,1,San Francisco,Other_market,10.0,|Games|
Ponte Solutions,17.1,Music,San Francisco,2,1,San Francisco,Music,10.0,|Software|
VoxPop Network Corporation,18.0,Personal Health,San Francisco,2,1,San Francisco,Other_market,10.0,|Games|
Lending Club,0.641,Mobile,San Francisco,4,0,San Francisco,Mobile,10.0,|Credit|Finance Technology|Personal Finance|Finance|
Virident Systems,6.75,Mobile,San Francisco,4,1,San Francisco,Mobile,9.857142857142858,|Technology|Clean Technology|Hardware|Enterprise Software|
Rooftop Media,9.2,Real Time,San Francisco,1,1,San Francisco,Other_market,10.0,|Media|Content Syndication|Distribution|Product Development Services|Licensing|Music|Entertainment|Content|Video|Audio|News|
SnapLayout,3.0,Advertising,San Francisco,1,0,San Francisco,Advertising,10.0,|Social Network Media|Identity|Social Media|
Gizmoz,0.09,Social Search,San Francisco,3,1,San Francisco,Other_market,9.75,|3D|Web Tools|Entertainment|Curated Web|
Angstro,25.0,Biotechnology,Hayward,0,1,Other_city,Biotechnology,7.0,|Software|
DanceJam,0.04,E-Commerce,San Francisco,2,0,San Francisco,E-Commerce,9.0,|Music|Video|Social Media|
ImageShack,0.05,Kids,Stanford,1,0,Other_city,Other_market,10.0,|Web Hosting|
23andMe,5.5,Marketplaces,San Francisco,4,0,San Francisco,Other_market,9.941176470588236,|Search|Biotechnology|
The Multiverse Network,0.025,Photography,San Francisco,1,0,San Francisco,Photography,8.0,|Game|Games|
Myfacepage,1.65,Security,San Francisco,0,0,San Francisco,Security,4.0,|Social Media|
Handipoints,3.4,Curated Web,Portola Valley,0,0,Other_city,Curated Web,8.125,|Curated Web|
Halt Medical,0.02,Security,Palo Alto,5,0,Palo Alto,Security,9.333333333333334,|Health Care|
Hyperpia,3.0,E-Commerce,San Francisco,3,0,San Francisco,E-Commerce,10.0,|Games|
Pulmonx,1.3,Enterprise Software,San Francisco,3,0,San Francisco,Enterprise Software,10.0,|Biotechnology|
Silk Road Medical,5.0,Mobile Games,Berkeley,2,0,Other_city,Other_market,10.0,|Health Care|
Sentrigo,13.5,Hospitality,Berkeley,3,1,Other_city,Other_market,10.0,|Accounting|Networking|Hardware + Software|Databases|Security|Software|
Mashery,10.0,Mobile,Los Gatos,4,1,Other_city,Mobile,9.958333333333334,|Analytics|Services|Enterprises|SaaS|Developer APIs|Enterprise Software|
Fortressware,47.0,Analytics,San Francisco,1,0,San Francisco,Analytics,10.0,|Security|
XTRM,2.09,Biotechnology,Palo Alto,2,0,Palo Alto,Biotechnology,10.0,|Finance|
Cool Earth Solar,2.7,Photography,San Francisco,0,0,San Francisco,Photography,3.0,|Solar|Clean Technology|
Magnum Semiconductor,4.15,Customer Service,Santa Clara,3,0,Santa Clara,Other_market,10.0,|Semiconductors|
MBA Polymers,19.7,Small and Medium Businesses,Palo Alto,6,0,Palo Alto,Other_market,9.0,|Clean Technology|
Interface21,1.24125,Email,San Francisco,1,0,San Francisco,Other_market,10.0,|Software|
StrataGent Life Sciences,3.735202,Software,Belmont,2,0,Other_city,Software,10.0,|Biotechnology|
EcoTimber,1.5,Messaging,San Francisco,1,0,San Francisco,Messaging,,
Therative,1.2,Financial Services,San Francisco,3,0,San Francisco,Other_market,10.0,|Health Care|
nCircle Network Security,23.0,Analytics,Cupertino,0,1,Other_city,Analytics,10.0,|Security|
BioSeek,4.5,Mobile,Menlo Park,3,1,Menlo Park,Mobile,8.0,|Biotechnology|
SuVolta,8.7,Advertising,San Francisco,6,0,San Francisco,Advertising,10.0,|Semiconductors|
TRIA Beauty,2.3,Software,Mountain View,4,0,Mountain View,Software,9.8,|E-Commerce|
AOptix Technologies,4.0,News,Mountain View,5,0,Mountain View,News,10.0,|Biometrics|Security|Biotechnology|
Sprout,1.525,Mobile,Palo Alto,2,1,Palo Alto,Mobile,9.5,|Media|Web Development|Advertising|
ConteXtream,17.2,Mobile,Cupertino,2,0,Other_city,Mobile,10.0,|Data Centers|Virtualization|Networking|Software|
Stion,2.0,Software,San Francisco,2,0,San Francisco,Software,9.928571428571429,|Clean Technology|
InsideView,2.0,Drones,Menlo Park,4,0,Menlo Park,Other_market,9.866666666666667,|SaaS|Enterprise Software|
Grouply,5.2,Social Games,Mountain View,1,1,Mountain View,Other_market,9.363636363636363,|Social Network Media|Software|
Tapjoy,4.099999,Biotechnology,Los Altos Hills,4,0,Other_city,Biotechnology,10.0,|Brand Marketing|Games|Windows Phone 7|Apps|Android|iOS|Mobile|Advertising|
Skyfire Labs,2.6085,Technology,San Francisco,4,1,San Francisco,Technology,10.0,|Enterprise Software|
"Xora, Inc.",29.50015,Biotechnology,Palo Alto,0,0,Palo Alto,Biotechnology,10.0,|Mobile|Gps|Enterprise Software|
Danal d/b/a BilltoMobile,1.6,Software,Santa Clara,1,0,Santa Clara,Software,10.0,|Payments|Mobile Payments|Mobile|
iGroup Network,10.1,Education,Palo Alto,0,0,Palo Alto,Education,9.75,|Messaging|
Bountii,4.0,Developer APIs,Palo Alto,0,0,Palo Alto,Other_market,10.0,|Shopping|Venture Capital|Search|
Zecter,4.5,Software,Mountain View,1,1,Mountain View,Software,8.4,|Storage|Document Management|File Sharing|Web Hosting|
Conecta 2,45.5,Biotechnology,Redwood City,0,0,Redwood City,Biotechnology,10.0,|Venture Capital|Graphics|Consulting|
Hello Chair,10.0,Health Care,San Francisco,0,0,San Francisco,Health Care,9.666666666666666,|Mobile|
Clickpass,7.5,Nanotechnology,Benicia,0,1,Other_city,Other_market,10.0,|Identity|Security|
Dropbox,5.0,Cloud Security,San Mateo,3,0,San Mateo,Other_market,9.956521739130435,|Cloud Data Services|Storage|Web Hosting|
Raptr,2.4,Language Learning,San Francisco,2,0,San Francisco,Other_market,9.714285714285714,|Games|
Ooyala,7.823112,Software,San Francisco,6,1,San Francisco,Software,10.0,|Video|Analytics|
Tioga Energy,1.56,Social Commerce,San Francisco,2,0,San Francisco,Other_market,9.714285714285714,|Clean Technology|
iKoa,0.1,E-Commerce,San Francisco,1,0,San Francisco,E-Commerce,9.833333333333334,|Semiconductors|
ZeroG Wireless,9.45,Education,San Francisco,2,1,San Francisco,Education,9.857142857142858,|Hardware + Software|
Dreamerz Foods,24.0,Health Care,San Francisco,2,0,San Francisco,Health Care,8.5,|Biotechnology|
SnapTell,4.0,Social + Mobile + Local,San Francisco,1,1,San Francisco,Other_market,9.5,|Advertising|
CleanFish,3.952,Skill Assessment,San Francisco,1,0,San Francisco,Other_market,,
SpringSource,3.0,Education,San Francisco,2,1,San Francisco,Education,10.0,|Software|
Lumos Labs,50.0,News,San Francisco,4,0,San Francisco,News,9.857142857142858,|Games|Curated Web|
Eye-Fi,5.0,E-Commerce,San Francisco,4,0,San Francisco,E-Commerce,9.8,|Cloud Computing|Wireless|Digital Media|Hardware + Software|
Roxro Pharma,0.1,Video,San Francisco,2,0,San Francisco,Video,10.0,|Biotechnology|
Luminescent Technologies,1.8,Software,San Francisco,0,0,San Francisco,Software,10.0,|Semiconductors|
Mendel Biotechnology,0.8,Mobile,Berkeley,0,0,Other_city,Mobile,8.666666666666666,|Agriculture|Biotechnology|
M-Factor,0.5,Enterprise Software,San Francisco,4,1,San Francisco,Enterprise Software,10.0,|SaaS|Software|
F-Origin,0.7,Health and Wellness,San Francisco,2,0,San Francisco,Health and Wellness,8.666666666666666,|Software|
NetManage,0.025,Internet of Things,San Jose,0,1,San Jose,Other_market,9.0,|Software|
Xoomsys,13.7,Bitcoin,San Francisco,2,0,San Francisco,Other_market,10.0,|Consulting|
BroadLogic Network Technologies,0.075,Social Network Media,San Francisco,2,0,San Francisco,Social Network Media,10.0,|Web Hosting|
Tradescape,1.022,Health and Wellness,San Francisco,0,0,San Francisco,Health and Wellness,10.0,|Software|
Oraya Therapeutics,3.450673,Video,San Francisco,3,0,San Francisco,Video,10.0,|Biotechnology|
OnlineSheetMusic,6.0,Biotechnology,San Mateo,3,0,San Mateo,Biotechnology,9.0,|Music|
Apptera,16.0,Software,San Francisco,4,1,San Francisco,Software,10.0,|Advertising|
LiveVox,10.0,Big Data Analytics,San Mateo,6,0,San Mateo,Other_market,7.8,|Web Hosting|
Arteris,2.1,Big Data,Menlo Park,4,0,Menlo Park,Big Data,9.8,|Hardware + Software|
RichRelevance,2.275,E-Commerce,San Francisco,6,0,San Francisco,E-Commerce,9.88,|Big Data|Analytics|Advertising|E-Commerce|
Recurrent Energy,1.2,Music,San Francisco,2,1,San Francisco,Music,10.0,|Clean Technology|
AdventEnna,8.5,Photography,San Francisco,1,0,San Francisco,Photography,9.666666666666666,|Mobile|
Adomo,5.0,Web Hosting,San Francisco,0,1,San Francisco,Web Hosting,10.0,|Messaging|
Neopolitan Networks,1.81,Health Care,San Jose,1,0,San Jose,Health Care,8.0,|Curated Web|
Paracor Medical,0.1,E-Commerce,Berkeley,4,0,Other_city,E-Commerce,10.0,|Health Care|
Leyden Energy,8.0,Logistics,Milpitas,3,0,Other_city,Other_market,10.0,|Manufacturing|
Kyte,3.0,Accounting,San Francisco,2,1,San Francisco,Other_market,9.833333333333334,|Media|iPhone|Mobile|Video|Games|
Rupture,0.01,Marketplaces,Palo Alto,0,1,Palo Alto,Other_market,9.666666666666666,|Social Network Media|Games|
Cnano Technology,12.750003,Advertising,Berkeley,1,0,Other_city,Advertising,10.0,|Nanotechnology|
Twitter,40.0,Health and Wellness,Redwood City,7,0,Redwood City,Health and Wellness,9.82857142857143,|Software|SMS|MicroBlogging|Messaging|Social Media|
Jaxtr,2.8,3D,San Francisco,2,1,San Francisco,Other_market,10.0,|VoIP|Mobile|
Jawbone,0.028,SaaS,San Francisco,2,0,San Francisco,SaaS,10.0,|Consumer Electronics|Personal Health|Mobile Software Tools|Hardware + Software|
Cooliris,0.069,Artificial Intelligence,San Francisco,3,1,San Francisco,Other_market,10.0,|Photo Sharing|Mobile Social|Mobile|Messaging|
Ning by Glam Media,5.7,Software,Santa Clara,5,1,Santa Clara,Software,10.0,|Communities|Enterprise Software|
NebuAd,1.5,Services,Redwood City,2,0,Redwood City,Other_market,10.0,|Advertising|
hi5,4.2,Software,San Francisco,1,1,San Francisco,Software,10.0,|Networking|Games|
3Jam,13.2,Software,Sunnyvale,1,0,Sunnyvale,Software,10.0,|SMS|Messaging|
"Remixation, Inc.",1.966279,Personalization,San Francisco,1,0,San Francisco,Other_market,10.0,|File Sharing|Web Tools|Video|Games|
Apture,2.515,Software,Santa Clara,1,1,Santa Clara,Software,5.25,|Advertising|Publishing|Blogging Platforms|Curated Web|
Trion Worlds,1.45,Internet,Mountain View,4,0,Mountain View,Other_market,10.0,|Games|
U4EA,2.29867,Mobile,San Francisco,3,0,San Francisco,Mobile,8.0,|Wireless|Telecommunications|Hardware + Software|
VMware,5.5,Finance,Palo Alto,0,1,Palo Alto,Finance,10.0,|Software|
InMage Systems,0.025,Virtual Currency,Sunnyvale,3,1,Sunnyvale,Other_market,9.5,|Enterprise Software|Software|
Serus,0.5,Mobile,Santa Clara,3,1,Santa Clara,Mobile,9.6,|Enterprise Software|
NoiseFree,11.6,Hardware + Software,Hayward,0,0,Other_city,Hardware + Software,4.0,|Software|
BlogHer,1.0,Software,Cupertino,3,1,Other_city,Software,9.833333333333334,|Blogging Platforms|Women|Curated Web|
Edvert,0.2,SaaS,Palo Alto,1,0,Palo Alto,SaaS,10.0,|Advertising|
MarkLogic,17.5,Software,San Francisco,5,0,San Francisco,Software,9.75,|Enterprise Search|Content|Web Development|Enterprise Software|
Connectbeam,4.0,Fashion,San Francisco,1,0,San Francisco,Other_market,10.0,|Software|
Star Analytics,2.3,Public Transportation,San Francisco,1,1,San Francisco,Other_market,10.0,|Software|
Satiety,2.0,Text Analytics,San Francisco,4,0,San Francisco,Other_market,10.0,|Health Care|
CoWare,4.6,Software,San Francisco,6,0,San Francisco,Software,9.666666666666666,|Software|
Nuon Therapeutics,70.653885,Biotechnology,Menlo Park,2,0,Menlo Park,Biotechnology,10.0,|Biotechnology|
Active Optical MEMS,0.875,Cloud Computing,San Francisco,2,0,San Francisco,Cloud Computing,,
Plato Networks,0.785,Digital Media,Oakland,3,0,Other_city,Other_market,10.0,|Semiconductors|
NextHop Technologies,0.025,Internet of Things,Oakland,4,1,Other_city,Other_market,10.0,|Software|
SignalDemand,12.0,Software,San Francisco,3,1,San Francisco,Software,10.0,|Software|
BillShrink,5.0,Software,Mountain View,2,0,Mountain View,Software,10.0,|Curated Web|
DecisionView,3.35,3D,San Francisco,3,0,San Francisco,Other_market,9.333333333333334,|Software|
CareParent,0.04,Real Estate,Mountain View,1,0,Mountain View,Other_market,10.0,|Health and Wellness|
Adzilla,39.3,Health Care,Sunnyvale,1,0,Sunnyvale,Health Care,10.0,|Advertising|
Dyyno,15.0,Tablets,San Mateo,1,0,San Mateo,Other_market,9.0,|Facebook Applications|Mac|Computers|Android|iPad|Advertising|Games|
PacketTrap Networks,10.0,Networking,San Jose,1,0,San Jose,Other_market,10.0,|Apps|IT Management|Networking|Software|
Aravo Solutions,4.3,Biotechnology,South San Francisco,4,0,Other_city,Biotechnology,8.428571428571429,|Enterprise Software|
FFWD,2.55,Software,Palo Alto,1,0,Palo Alto,Software,10.0,|Curated Web|
Doppelganger,6.0,Energy Efficiency,Alameda,4,0,Other_city,Other_market,9.8,|Games|
Livingly Media,7.3,Health and Wellness,San Francisco,2,0,San Francisco,Health and Wellness,9.625,|Entertainment|Fashion|Media|Digital Media|Advertising|
sezmi,90.812497,Enterprise Software,Berkeley,3,1,Other_city,Enterprise Software,10.0,|Television|Games|
Tiny Pictures,0.46,Online Video Advertising,Mountain View,2,1,Mountain View,Other_market,10.0,|Photography|Mobile|
Media Machines,0.1,Home Renovation,San Francisco,1,0,San Francisco,Other_market,10.0,|Curated Web|
TeeBeeDee,2.4,Customer Service,Santa Cruz,1,0,Other_city,Other_market,10.0,|Social Media|
Jive Software,0.1,Local Businesses,San Francisco,3,1,San Francisco,Other_market,10.0,|Technology|Web Tools|Web Development|Social Media|Software|
Filtrbox,0.025,Kids,San Francisco,1,1,San Francisco,Other_market,9.666666666666666,|Finance|Curated Web|
Brightkite,0.02,Internet of Things,San Francisco,0,1,San Francisco,Other_market,10.0,|Chat|Local|Maps|Android|Mobile|iPhone|Gps|Location Based Services|Social Network Media|Finance|Social Media|
Masala,2.0,K-12 Education,Los Gatos,1,0,Other_city,Other_market,10.0,|Curated Web|
Mogad,0.12,Curated Web,San Francisco,1,1,San Francisco,Curated Web,7.5,|Facebook Applications|Networking|Messaging|Web Hosting|
AppJet,8.5,Internet,Santa Clara,0,1,Santa Clara,Other_market,6.875,|Venture Capital|Software|Curated Web|
Zivity,0.12,Social Travel,Mountain View,1,0,Mountain View,Other_market,8.4,|Art|Fashion|Content|Women|Social Media|Social Network Media|Photography|
KineMed,0.12,Hardware + Software,Sunnyvale,0,0,Sunnyvale,Hardware + Software,9.0,|Health Care|
HubPages,0.97,Agriculture,San Francisco,2,0,San Francisco,Other_market,10.0,|Crowdsourcing|Journalism|Curated Web|
CoolSystems,2.0,Employment,San Francisco,0,0,San Francisco,Other_market,10.0,|Health Care|
AutekBio,25.12675,Hardware + Software,San Francisco,2,0,San Francisco,Hardware + Software,9.333333333333334,|Medical|Biotechnology|
Qlusters,0.9,All Students,San Francisco,3,0,San Francisco,Other_market,9.6,|Data Integration|Software|Data Centers|
Silicon Genesis,3.0,Reviews and Recommendations,San Francisco,1,0,San Francisco,Other_market,9.333333333333334,|Hardware + Software|
WiredBenefits,14.5,Software,San Jose,1,0,San Jose,Software,10.0,|Health and Wellness|
DemandTec,2.5,Games,San Francisco,0,1,San Francisco,Games,10.0,|Software|
Parade Technologies,2.7,Big Data,Santa Clara,2,0,Santa Clara,Big Data,10.0,|Semiconductors|
Zafu,6.5,Cars,San Francisco,2,0,San Francisco,Other_market,8.5,|SaaS|Big Data|Analytics|Ad Targeting|Fashion|
VistaGen Therapeutics,0.12,Education,San Francisco,0,0,San Francisco,Education,7.5,|Biotechnology|
Restoration Robotics,1.3,Hardware + Software,San Francisco,3,0,San Francisco,Hardware + Software,10.0,|Biotechnology|Health Care|
Tenaxis Medical,13.0,Big Data,Sunnyvale,2,0,Sunnyvale,Big Data,8.0,|Health Care|
Sierra Surgical,1.5,Financial Services,Palo Alto,2,0,Palo Alto,Other_market,10.0,|Biotechnology|
Elastra,4.039845,Health and Wellness,Palo Alto,2,0,Palo Alto,Health and Wellness,10.0,|Enterprise Software|
VytronUS,0.465,Industrial Automation,San Francisco,2,0,San Francisco,Other_market,10.0,|Health Care|
Novafora,2.0,Biotechnology,San Francisco,0,0,San Francisco,Biotechnology,10.0,|Software|
Vibrynt,2.0,Big Data,San Mateo,1,0,San Mateo,Big Data,9.333333333333334,|Health Care|
xMatters,1.0,Education,San Francisco,3,0,San Francisco,Education,10.0,|Business Services|Enterprise Software|
TradeBeam,0.03,Enterprise Software,San Francisco,3,1,San Francisco,Enterprise Software,9.833333333333334,|Enterprise Software|
Presidio Pharmaceuticals,2.2,Education,San Jose,2,0,San Jose,Education,10.0,|Biotechnology|
SayNow,0.04,Tourism,Mountain View,1,1,Mountain View,Other_market,10.0,|Messaging|
What They Like,14.514244,Biotechnology,Menlo Park,1,0,Menlo Park,Biotechnology,4.0,|Curated Web|
Solexant,5.2,Digital Media,Redwood City,4,0,Redwood City,Other_market,9.956521739130435,|Clean Technology|
Factor Technology Group,2.3,Peer-to-Peer,San Francisco,1,1,San Francisco,Other_market,10.0,|Software|
Get Satisfaction,2.2,Communications Infrastructure,San Francisco,2,0,San Francisco,Other_market,8.941176470588236,|Social CRM|Customer Service|Forums|Reviews and Recommendations|Curated Web|
Gemfire,21.0,Biotechnology,Emeryville,0,1,Other_city,Biotechnology,,
Blekko,1.5,Startups,San Francisco,3,0,San Francisco,Other_market,9.08,|Search|
Kabam,0.1,Charity,San Francisco,5,0,San Francisco,Other_market,9.785714285714286,|Social Games|Networking|Web Development|Social Media|Games|
TargetCast Networks,2.9,Therapeutics,San Francisco,2,1,San Francisco,Other_market,10.0,|Advertising|
SocialMedia.com,2.3,Surveys,San Francisco,2,1,San Francisco,Other_market,9.857142857142858,|Facebook Applications|Social Media|Advertising|
Xoom Corporation,2.0,Health and Wellness,San Francisco,6,0,San Francisco,Health and Wellness,9.529411764705882,|Finance|P2P Money Transfer|E-Commerce|
Caring.com,0.55,Mobile,San Francisco,2,1,San Francisco,Mobile,10.0,|Baby Boomers|Elder Care|Senior Health|Local Based Services|Media|
PlaySpan,3.1,Big Data,San Francisco,3,1,San Francisco,Big Data,9.941176470588236,|Game|Games|
Ausra,13.0,Consumer Electronics,Los Gatos,4,0,Other_city,Other_market,9.75,|Solar|Clean Technology|
RingCentral,6.3,Mobile Enterprise,Los Altos,4,0,Other_city,Other_market,10.0,|Technology|Office Space|Mobile|VoIP|Messaging|
StartForce,1.5,Data Visualization,San Francisco,1,1,San Francisco,Other_market,9.0,|Enterprise Software|
Dipity,7.0,Data Centers,Mountain View,0,0,Mountain View,Other_market,6.666666666666667,|Facebook Applications|Social Media|Curated Web|
DogTime Media,4.0,Software,San Francisco,0,0,San Francisco,Software,10.0,|Curated Web|
RentMineOnline,26.5,Medical,San Francisco,0,1,San Francisco,Other_market,5.0,|Facebook Applications|Real Estate|Internet Marketing|Internet|Social Network Media|Startups|Sales and Marketing|Lead Generation|Finance|
Project Playlist,3.5,Video,San Francisco,2,0,San Francisco,Video,9.25,|Networking|Music|
We Are Hunted,1.32,Parenting,San Francisco,0,0,San Francisco,Other_market,6.0,|Twitter Applications|Peer-to-Peer|Forums|Internet|Graphics|Music|Software|
Netbooks,2.3,Collaborative Consumption,Menlo Park,1,0,Menlo Park,Other_market,10.0,|Curated Web|
Hyperion Therapeutics,30.0,Virtual Workforces,Mountain View,3,0,Mountain View,Other_market,10.0,|Health Care|Biotechnology|
