company_name,company_market,company_city,company_category_list,company_city,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
TokBox,Archiving,San Francisco,|Video Conferencing|Archiving|Messaging|,San Francisco,26.0,9.25,0.0,27,38
PowerVision,Health Care,Belmont,|Health Care|,Belmont,86.5,9.944444444444445,0.0,0,66
Smaato,Advertising,San Francisco,|Advertising|,San Francisco,43.1,9.9,0.0,8,72
Trilibis,Mobile,San Mateo,|Mobile|,San Mateo,7.7,10.0,0.0,5,13
Zynga,Technology,San Francisco,|Technology|Facebook Applications|Networking|Games|,San Francisco,866.550786,9.866666666666667,0.0,26,36
Mixbook,Curated Web,Palo Alto,|Curated Web|,Palo Alto,11.0,10.0,0.0,9,6
Reverb Technologies,Content Discovery,San Mateo,|Business Analytics|Content Discovery|B2B|Curated Web|,San Mateo,12.789996,9.2,0.0,22,94
Kleer,Hardware + Software,Cupertino,|Hardware + Software|,Cupertino,58.0,9.857142857142858,0.0,10,73
Conduit,Browser Extensions,Foster City,|Browser Extensions|Mobile|Sales and Marketing|Apps|Advertising|,Foster City,109.8,10.0,0.0,22,0
Engine Yard,Web Development,San Francisco,|PaaS|Infrastructure|Apps|Web Hosting|Web Development|Software|,San Francisco,37.5,10.0,0.0,28,12
Smule,Music,San Francisco,|Audio|iPhone|Mobile|Music|,San Francisco,42.1,10.0,0.0,16,16
Sopogy,Clean Technology,San Jose,|Renewable Energies|Green|Solar|Clean Technology|,San Jose,34.390435,9.0,0.0,25,64
Pudding Media,Advertising,San Francisco,|Advertising|,San Francisco,11.0,10.0,0.0,8,23
Novasentis,Hardware + Software,Burlingame,|Hardware + Software|,Burlingame,13.412177,10.0,0.0,10,21
POINT Biomedical,Health Care,San Carlos,|Health Care|Health and Wellness|Pharmaceuticals|Medical|Biotechnology|,San Carlos,29.3,10.0,0.0,18,5
PubMatic,Advertising,Redwood City,|Advertising|,Redwood City,63.0,10.0,0.0,8,72
Canopy Financial,Finance,San Francisco,|Finance|,San Francisco,89.5,10.0,0.0,14,45
AppDynamics,Software,San Francisco,|Software|,San Francisco,206.5,9.95,0.0,6,86
Kadoink,Mobile,San Francisco,|Music|Audio|SMS|Web Tools|Mobile|,San Francisco,9.5,10.0,0.0,16,16
Bloom Energy,Clean Technology,Sunnyvale,|Clean Technology|,Sunnyvale,980.0,10.0,0.0,11,7
Prezi,Presentations,San Francisco,|Presentations|Software|,San Francisco,71.26,8.4,0.0,22,0
BigTent Design,Networking,San Francisco,|Networking|Curated Web|,San Francisco,8.0,10.0,0.0,9,6
"Roku, Inc.",Hardware + Software,Saratoga,|Entertainment|Consumer Electronics|Hardware + Software|,Saratoga,153.1,9.8,0.0,22,58
"Optimal, Inc.",SaaS,San Francisco,|SaaS|Advertising|,San Francisco,7.6,8.625,0.0,8,23
Stitcher,News,San Francisco,|Sports|Entertainment|News|Internet Radio Market|Mobile|,San Francisco,18.7,10.0,0.0,22,94
Mill River Labs,Curated Web,Mountain View,|Curated Web|,Mountain View,0.9,9.0,0.0,9,6
DeciZium,Online Travel,San Jose,|Online Travel|Travel|,San Jose,1.5,4.0,0.0,15,41
Heroku,Enterprise Software,San Francisco,|Venture Capital|Web Development|Enterprise Software|,San Francisco,13.02,10.0,0.0,22,94
Vizerra,Software,San Francisco,|Software|,San Francisco,16.0,7.333333333333333,0.0,6,1
Clickst,Direct Marketing,San Francisco,|SaaS|Advertising Networks|Direct Marketing|E-Commerce|Analytics|,San Francisco,0.5,7.0,0.0,22,9
SlideShare,Curated Web,San Francisco,|Curated Web|,San Francisco,3.0,8.285714285714286,0.0,9,6
"Morf Media, Inc.",Education,Sunnyvale,|Education|Big Data|Artificial Intelligence|Neuroscience|Mobile|Hospitality|Banking|Sales and Marketing|Training|Enterprises|Gamification|SaaS|Software|,Sunnyvale,7.0,7.0,0.0,22,9
Check,Sports,Palo Alto,|Sports|Mobile|,Palo Alto,47.0,8.5,0.0,22,61
OfferLounge,Public Relations,Morgan Hill,|Advertising|Promotional|Discounts|Public Relations|,Morgan Hill,0.12,2.0,0.0,22,9
Topsy Labs,Twitter Applications,San Francisco,|Twitter Applications|Social Media|Real Time|Search|Analytics|,San Francisco,35.2,10.0,0.0,19,33
Thismoment,Software,San Francisco,|Software|,San Francisco,51.979578,8.538461538461538,0.0,6,84
Aragon Surgical,Health Care,Palo Alto,|Health Care|,Palo Alto,25.0,10.0,0.0,0,8
"Imergy Power Systems, Inc.",Clean Technology,Fremont,|Clean Technology|,Fremont,15.0,10.0,0.0,11,14
Benvenue Medical,Health Care,Santa Clara,|Health Care|,Santa Clara,149.465921,10.0,0.0,0,42
Memeo,Flash Storage,Santa Clara,|Storage|Flash Storage|Software|,Santa Clara,11.1,10.0,0.0,22,94
Step Labs,Software,San Jose,|Software|,San Jose,6.5,9.25,0.0,6,1
Quantivo,Business Intelligence,Emeryville,|SaaS|Cloud Computing|Business Intelligence|Analytics|,Emeryville,9.4,10.0,0.0,24,63
ViOptix,Biotechnology,Fremont,|Biotechnology|,Fremont,18.026676,9.25,0.0,2,46
RatingBug,Curated Web,Foster City,|Software|Opinions|Reviews and Recommendations|Web Tools|Curated Web|,Foster City,0.1,7.0,0.0,22,9
DuneNetworks,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,12.0,10.0,0.0,4,20
Laboratory Partners,Biotechnology,Palo Alto,|Biotechnology|,Palo Alto,29.0,9.666666666666666,0.0,2,46
Autonomic Technologies,Health Care,San Francisco,|Health Care|,San Francisco,55.0,10.0,0.0,0,80
Leadspace,Enterprise Software,Menlo Park,|Enterprise Software|,Menlo Park,10.0,9.0,0.0,1,47
Centric Software,Software,Campbell,|Software|,Campbell,62.399999,9.88888888888889,0.0,6,51
MarketRiders,Personal Finance,Palo Alto,|Personal Finance|Finance|,Palo Alto,0.2,2.0,0.0,14,27
Granicus,Enterprise Software,San Francisco,|Collaboration|Video Streaming|Cloud Computing|Enterprise Software|,San Francisco,10.3008,10.0,0.0,24,63
Siperian,Analytics,Foster City,|Analytics|,Foster City,25.0,10.0,0.0,13,39
"SmartTurn, a DiCentral Company",Advertising,San Francisco,|Advertising|,San Francisco,5.0,10.0,0.0,8,23
GoldSpot Media,Mobile,Sunnyvale,|Video|Mobile|Advertising|,Sunnyvale,17.05,8.666666666666666,0.0,27,62
Integrated Media Measurement (IMMI),Advertising,San Mateo,|Advertising|,San Mateo,25.0,10.0,0.0,8,23
NextG Networks,Mobile,Milpitas,|Wireless|Mobile|,Milpitas,49.8,10.0,0.0,22,61
Hotchalk,Education,Campbell,|Education|,Campbell,5.0,10.0,0.0,20,18
Evolv,Career Management,San Francisco,|Career Management|Enterprise Software|Analytics|,San Francisco,42.497374,10.0,0.0,22,61
Pano Logic,Software,Menlo Park,|Software|,Menlo Park,38.0,10.0,0.0,6,84
Yonja Media Group,Social Games,Menlo Park,|Social Games|Facebook Applications|Networking|Social Media|,Menlo Park,12.5,9.0,0.0,26,87
Ensenda,Transportation,San Francisco,|Transportation|SaaS|Cloud Computing|Logistics|Enterprise Software|,San Francisco,12.1009,10.0,0.0,24,63
Flowgram,Curated Web,San Francisco,|Digital Media|Curated Web|,San Francisco,1.3,8.0,0.0,9,6
Collarity,Advertising,Palo Alto,|Reviews and Recommendations|Ediscovery|Web Tools|Search|Advertising|,Palo Alto,12.197674,8.5,0.0,19,33
Coverity,Open Source,San Francisco,|Open Source|Enterprise Software|,San Francisco,22.0,10.0,0.0,22,94
RocketOn,Software,South San Francisco,|Software|,South San Francisco,5.8,8.5,0.0,6,1
Soraa,Lighting,Fremont,|Lighting|Semiconductors|Clean Technology|,Fremont,101.6,10.0,0.0,11,70
Sparkplay Media,Curated Web,Mill Valley,|Curated Web|,Mill Valley,7.05,10.0,0.0,9,6
Crunchyroll,Music,San Francisco,|Subscription Businesses|Music|Video|Games|,San Francisco,4.8,6.666666666666667,0.0,16,16
Kanjoya,Analytics,San Francisco,|Analytics|,San Francisco,13.52354,9.666666666666666,0.0,13,39
ClubJumpr.com,Hospitality,Mill Valley,|Location Based Services|Hospitality|,Mill Valley,0.12,2.0,0.0,22,9
Clickability,Enterprise Software,San Francisco,|Content|SaaS|Enterprise Software|,San Francisco,11.5,8.666666666666666,0.0,1,47
ZillionTV,Games,Sunnyvale,|Television|Games|,Sunnyvale,22.899998,7.666666666666667,0.0,3,29
Alverix,Finance,San Jose,|Finance|,San Jose,7.7,10.0,0.0,14,27
Lookery,Advertising,San Francisco,|Advertising|,San Francisco,3.15,7.521739130434782,0.0,8,23
TubeMogul,Analytics,Emeryville,|Content Syndication|Video|Analytics|Advertising|,Emeryville,53.157047,9.384615384615385,0.0,27,38
HipLogic,Mobile,Fremont,|Mobile|,Fremont,14.664565,9.2,0.0,5,13
PublicEarth,Location Based Services,Menlo Park,|Location Based Services|Gps|Travel|,Menlo Park,4.0,10.0,0.0,15,41
Corepair,Health Care,Sunnyvale,|Health Care|,Sunnyvale,5.685,10.0,0.0,0,8
Nimbic (formerly Physware),Enterprise Software,Mountain View,|Enterprise Software|,Mountain View,11.544,9.142857142857142,0.0,1,47
WideOrbit,Advertising Platforms,San Francisco,|Advertising Platforms|Internet Radio Market|Advertising|Television|Enterprise Software|Software|,San Francisco,34.5,10.0,0.0,22,61
Pliant Technology,Enterprise Software,Milpitas,|Enterprise Software|,Milpitas,50.300006,10.0,0.0,1,22
Zonare Medical Systems,Health Care,Mountain View,|Health Care|,Mountain View,45.693276,10.0,0.0,0,80
FriendFeed,Social Media,Mountain View,|Social Network Media|Social Media|,Mountain View,5.0,9.0,0.0,7,88
FusionOne,Mobile,San Jose,|Mobile|,San Jose,6.0,10.0,0.0,5,13
InSound Medical,Health Care,Newark,|Health Care|,Newark,13.881227,10.0,0.0,0,8
sellpoints,Creative,Emeryville,|Creative|Advertising|Internet Marketing|Search Marketing|Digital Media|Online Shopping|Retail|Video|E-Commerce|,Emeryville,20.367984,9.5,0.0,22,94
Celestial Semiconductor,Semiconductors,San Jose,|Semiconductors|,San Jose,2.0,8.0,0.0,4,20
Helpstream,Customer Service,Mountain View,|Customer Service|Curated Web|,Mountain View,8.6,10.0,0.0,9,6
Mob.ly,Mobile,San Francisco,|Location Based Services|MicroBlogging|Social Search|Reviews and Recommendations|Mobile|,San Francisco,1.1,7.875,0.0,19,33
Waze,Transportation,Palo Alto,|Navigation|Transportation|,Palo Alto,67.0,10.0,0.0,22,61
PopJax,Curated Web,San Francisco,|Curated Web|,San Francisco,4.7,10.0,0.0,9,6
YieldBuild,Advertising,San Francisco,|Advertising|,San Francisco,6.0,10.0,0.0,8,23
Greenline Industries,Environmental Innovation,Larkspur,|Technology|Green|Clean Energy|Environmental Innovation|Clean Technology|,Larkspur,20.0,10.0,0.0,11,14
Kickball Labs,Art,Palo Alto,|Social Media|Content|Art|Curated Web|,Palo Alto,2.2,9.333333333333334,0.0,7,88
Glacier Bay,Clean Technology,Union City,|Clean Technology|,Union City,28.0,9.5,0.0,11,14
EBDSoft,Web CMS,Foster City,|Web CMS|Software|,Foster City,4.55,9.0,0.0,22,9
PAX Streamline,Clean Technology,Novato,|Clean Technology|,Novato,6.0,10.0,0.0,11,14
Focus,Finance,San Francisco,|Finance|,San Francisco,12.17,10.0,0.0,14,27
PureSense,Clean Technology,Oakland,|Clean Technology|,Oakland,10.281191,9.0,0.0,11,14
Jivox,Mobile Advertising,Redwood City,|Mobile Advertising|Web Development|Media|Advertising|,Redwood City,31.4,8.636363636363637,0.0,8,23
Fuego Nation,Social Media,San Francisco,|Social Media|,San Francisco,1.5,4.0,0.0,7,88
Mochi Media,Advertising,San Francisco,|Games|Advertising|,San Francisco,14.0,10.0,0.0,3,29
Fluid Entertainment,Kids,Mill Valley,|Kids|Virtual Worlds|Games|,Mill Valley,3.2,10.0,0.0,22,9
Zuora,Billing,Foster City,|Billing|SaaS|Software|,Foster City,127.5,10.0,0.0,22,58
Red Karaoke,Curated Web,San Francisco,|Music|Curated Web|,San Francisco,3.854828,6.0,0.0,16,16
Appirio,Software,San Francisco,|Cloud Computing|Software|SaaS|Enterprise Software|,San Francisco,76.7,9.333333333333334,0.0,24,93
Cantimer,Health Care,Menlo Park,|Health Care|,Menlo Park,2.0,5.0,0.0,0,8
Nellix,Health Care,Palo Alto,|Health Care|,Palo Alto,6.5,8.5,0.0,0,8
Chestnut Medical,Health Care,Menlo Park,|Health Care|,Menlo Park,7.8,8.666666666666666,0.0,0,8
Miramar Labs,Health Care,Sunnyvale,|Health Care|,Sunnyvale,90.058213,10.0,0.0,0,66
Avenda Systems,Security,Santa Clara,|Security|,Santa Clara,5.0,10.0,0.0,12,67
Gamook,Games,Menlo Park,|Games|,Menlo Park,1.5,10.0,0.0,3,29
Car Advisory Network,Automotive,Palo Alto,|Automotive|,Palo Alto,6.5,10.0,0.0,22,9
Advanced Power Projects,Clean Technology,Fremont,|Clean Technology|,Fremont,13.0,10.0,0.0,11,14
Disqus,Venture Capital,San Francisco,|Opinions|Venture Capital|Blogging Platforms|Forums|Curated Web|,San Francisco,10.5,9.6,0.0,22,9
kwiry,SMS,San Francisco,|Search|Content|SMS|Mobile|,San Francisco,1.0,10.0,0.0,19,33
Satoris,Biotechnology,Redwood City,|Biotechnology|,Redwood City,5.2,8.0,0.0,2,46
Predictify,Advertising,Redwood City,|Advertising|,Redwood City,4.3,10.0,0.0,8,23
OptiMedica,Biotechnology,Santa Clara,|Biotechnology|,Santa Clara,81.235886,10.0,0.0,2,3
threadsy,Messaging,San Francisco,|Messaging|,San Francisco,6.3,10.0,0.0,17,32
Glassdoor,Recruiting,Sausalito,|Social Media|Recruiting|Career Management|Employment|,Sausalito,91.5,10.0,0.0,7,71
AdGent Digital,Advertising,Palo Alto,|Advertising|,Palo Alto,5.3,10.0,0.0,8,23
Flipora,Web Browsers,Sunnyvale,|Web Browsers|Browser Extensions|Social Media|Internet|Search|,Sunnyvale,3.9,9.333333333333334,0.0,19,33
NanoVasc,Health Care,Lafayette,|Health Care|,Lafayette,4.7,10.0,0.0,0,8
Vindicia,Subscription Businesses,Redwood City,|Subscription Businesses|SaaS|Freemium|Billing|CRM|Sales and Marketing|Analytics|,Redwood City,37.6,10.0,0.0,22,61
Bio Architecture Lab,Clean Technology,Berkeley,|Clean Technology|,Berkeley,1.5,10.0,0.0,11,14
Reality Digital,Social Media,Berkeley,|Content|Networking|Social Media|,Berkeley,8.3,10.0,0.0,26,87
Altor Networks,Security,Redwood City,|Security|,Redwood City,16.0,10.0,0.0,12,67
Hooked Media Group,Games,San Francisco,|Distribution|Advertising|Monetization|Mobile Games|Games|,San Francisco,4.5,10.0,0.0,3,29
New Relic,SaaS,San Francisco,|SaaS|Cloud Computing|Software|,San Francisco,214.5,10.0,0.0,24,57
BlueKai,Advertising,Cupertino,|Advertising|,Cupertino,50.1,10.0,0.0,8,72
Infolinks,Advertising,Palo Alto,|Advertising|,Palo Alto,2.5,9.0,0.0,8,23
CubeTree,Web Tools,Redwood City,|Web Tools|Networking|Collaboration|Enterprise Software|,Redwood City,11.5,10.0,0.0,26,87
Yardbarker Network,Curated Web,San Francisco,|Curated Web|,San Francisco,8.134,9.833333333333334,0.0,9,6
Gridstone Research,Finance,San Mateo,|Finance|,San Mateo,10.0,10.0,0.0,14,27
Gnodal,Web Hosting,Palo Alto,|Systems|Infrastructure|Design|Web Hosting|,Palo Alto,2.19,9.5,0.0,28,12
Pole Star,Software,Palo Alto,|Software|,Palo Alto,1.08,8.0,0.0,6,1
ScaleMP,Software,Cupertino,|Software|,Cupertino,8.0,10.0,0.0,6,1
Marin Software,Technology,San Francisco,|Technology|Search Marketing|Advertising|,San Francisco,100.268406,10.0,0.0,19,77
Link_A_ Media,Web Hosting,Santa Clara,|Web Hosting|,Santa Clara,56.0,9.846153846153847,0.0,28,89
Qik,Mobile,Redwood City,|Video|Mobile|,Redwood City,16.6,9.0,0.0,27,62
Zero Motorcycles,Automotive,Scotts Valley,|Automotive|,Scotts Valley,63.659978,10.0,0.0,22,61
OptiSolar R&D,Clean Technology,Hayward,|Manufacturing|Solar|Clean Technology|,Hayward,132.0,10.0,0.0,25,57
Rosum,Public Transportation,Mountain View,|Navigation|Gps|Public Transportation|,Mountain View,31.0,9.6,0.0,22,94
AeroScout,Wireless,Redwood City,|Wireless|RFID|Mobile|,Redwood City,28.0,10.0,0.0,22,94
Azalea Networks,Mobile,Milpitas,|Mobile|,Milpitas,15.0,8.0,0.0,5,13
Serious Business,Facebook Applications,San Francisco,|Social Games|Facebook Applications|Games|,San Francisco,4.0,10.0,0.0,3,29
Fulcrum Bioenergy,Clean Technology,Pleasanton,|Clean Technology|,Pleasanton,89.0,10.0,0.0,11,70
ExploraMed,Health Care,Mountain View,|Health Care|,Mountain View,40.499998,9.5,0.0,0,80
Booyah,Entertainment,San Francisco,|Social Games|Mobile Games|Mobile|MMO Games|Entertainment|Discounts|Online Reservations|Location Based Services|iPod Touch|Gps|iPhone|Games|,San Francisco,59.5,10.0,0.0,3,98
Increo Solutions,Software,Mountain View,|Software|,Mountain View,0.5,10.0,0.0,6,1
TownHog,E-Commerce,San Francisco,|E-Commerce|,San Francisco,3.889364,10.0,0.0,7,88
doubleTwist,Finance,San Francisco,|Finance|,San Francisco,7.5,9.666666666666666,0.0,14,27
Plusmo,Mobile,Santa Clara,|Mobile|,Santa Clara,4.41,10.0,0.0,5,13
WGT Media,Online Gaming,San Francisco,|Facebook Applications|Video Games|Games|Online Gaming|Sports|,San Francisco,21.0,10.0,0.0,3,29
Huddler,Advertising,San Francisco,|Mobile|Advertising|Shopping|Forums|Curated Web|,San Francisco,22.75,9.8,0.0,22,94
Foodzie,Organic Food,San Francisco,|Organic Food|Finance|Handmade|Local|Marketplaces|E-Commerce|,San Francisco,1.015,8.090909090909092,0.0,21,31
Posterous,Blogging Platforms,San Francisco,|Networking|Blogging Platforms|Curated Web|,San Francisco,10.14,8.818181818181818,0.0,26,87
Crossing Automation,Semiconductors,Mountain View,|Semiconductors|,Mountain View,13.205,10.0,0.0,4,20
PurePlay,Gambling,San Francisco,|Gambling|Games|,San Francisco,15.4012,9.666666666666666,0.0,3,29
ACT Biotech,Biotechnology,San Francisco,|Pharmaceuticals|Medical|Health and Wellness|Biotechnology|,San Francisco,26.98,10.0,0.0,18,5
ON24,Curated Web,San Francisco,|Lead Generation|Business Services|Web Tools|Video Streaming|Curated Web|,San Francisco,8.0,10.0,0.0,27,62
Ecast,Music,San Francisco,|Music|Games|,San Francisco,30.3,9.777777777777779,0.0,16,16
Surf Canyon,Browser Extensions,San Francisco,|Browser Extensions|Personalization|Search|,San Francisco,0.75,2.875,0.0,19,33
Veodia,Video Streaming,San Mateo,|Video Streaming|Video|Software|,San Mateo,8.3,10.0,0.0,27,62
Multigig,Semiconductors,Scotts Valley,|Semiconductors|,Scotts Valley,37.891054,9.166666666666666,0.0,4,75
ME911,Health and Wellness,San Francisco,|Travel|Health and Wellness|Mobile|Security|,San Francisco,1.685,7.0,0.0,18,5
JellyCloud,Advertising,Redwood City,|Analytics|Advertising|,Redwood City,6.6,10.0,0.0,8,23
Panasas,Storage,Sunnyvale,|Storage|,Sunnyvale,65.230481,10.0,0.0,22,61
Aragon Consulting Group,Enterprise Software,Redwood City,|Enterprise Software|,Redwood City,2.5,5.0,0.0,1,47
Senergen Devices,Clean Technology,Fremont,|Clean Technology|,Fremont,2.5,10.0,0.0,11,14
Solar Junction,Manufacturing,San Jose,|Manufacturing|,San Jose,58.636,9.8,0.0,29,56
Tigo Energy,Clean Technology,Los Gatos,|Clean Technology|,Los Gatos,87.186401,9.857142857142858,0.0,11,70
Lattice Engines,CRM,San Mateo,|CRM|Predictive Analytics|B2B|Analytics|,San Mateo,26.7,10.0,0.0,13,39
Poll Everywhere,SMS,San Francisco,|Surveys|SMS|Polling|Curated Web|,San Francisco,0.02,10.0,0.0,22,9
Space Pencil,Curated Web,Emeryville,|Analytics|Curated Web|,Emeryville,4.190185,10.0,0.0,9,6
i2we,Social Media,Berkeley,|Social Media|,Berkeley,0.75,10.0,0.0,7,88
SideStripe,Social Search,San Francisco,|Facebook Applications|Social Search|Social Media|,San Francisco,0.25,6.0,0.0,7,88
BackType,Advertising,San Francisco,|Advertising|,San Francisco,1.315,9.454545454545455,0.0,8,23
Snipd,Curated Web,Palo Alto,|Video|Image Recognition|Curated Web|,Palo Alto,0.015,10.0,0.0,27,62
slinkset,Social Media,San Francisco,|News|Social Media|,San Francisco,0.015,10.0,0.0,7,88
SpineAlign Medical,Health Care,San Jose,|Health Care|,San Jose,8.8,9.5,0.0,0,8
Yield Software,Optimization,San Mateo,|Optimization|Semantic Search|SEO|Software|,San Mateo,6.0,10.0,0.0,19,33
NileGuide,Career Planning,San Francisco,|Career Planning|Travel|Social Media|,San Francisco,13.0,9.75,0.0,15,41
Marketcetera,Software,San Francisco,|Software|,San Francisco,4.0,10.0,0.0,6,1
Eightfold Logic,Advertising,San Francisco,|Advertising|,San Francisco,19.862991,9.722222222222221,0.0,8,23
Thing Labs,Software,San Francisco,|Software|,San Francisco,3.685,8.875,0.0,6,1
Aha Mobile,Mobile,Palo Alto,|Mobile|,Palo Alto,3.0,10.0,0.0,5,13
TopChalks,Software,Santa Clara,|Software|,Santa Clara,3.8,10.0,0.0,6,1
Aruspex,Career Management,San Francisco,|Career Management|Software|,San Francisco,3.77,10.0,0.0,22,9
Limerick BioPharma,Biotechnology,South San Francisco,|Biotechnology|,South San Francisco,42.119415,10.0,0.0,2,3
PlantSense,Curated Web,San Francisco,|Curated Web|,San Francisco,8.66,10.0,0.0,9,6
5th Finger,Mobile,San Francisco,|Mobile|,San Francisco,7.0,10.0,0.0,5,13
Neodyne Biosciences,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,6.764177,4.0,0.0,2,46
sarvaMAIL,Email,Mountain View,|Email|Messaging|,Mountain View,0.25,2.0,0.0,17,32
Pathway Therapeutics,Biotechnology,San Francisco,|Biotechnology|,San Francisco,24.4,9.666666666666666,0.0,2,46
ModCloth,Crowdsourcing,San Francisco,|Retail|Social Media|Music|Crowdsourcing|Wine And Spirits|Fashion|E-Commerce|,San Francisco,63.739701,9.88888888888889,0.0,7,71
Zendesk,Tech Field Support,San Francisco,|Customer Support Tools|Tech Field Support|Customer Service|SaaS|Enterprise Software|,San Francisco,85.5,9.785714285714286,0.0,22,0
Playboox,Software,San Francisco,|Software|,San Francisco,3.25,10.0,0.0,6,1
Sunrun,Solar,San Francisco,|Clean Energy|Residential Solar|Solar|Clean Technology|,San Francisco,486.6,9.555555555555555,0.0,25,44
Parascale,Enterprise Software,Cupertino,|Enterprise Software|,Cupertino,11.37,10.0,0.0,1,47
RateItAll,Reviews and Recommendations,San Francisco,|Reviews and Recommendations|Curated Web|,San Francisco,1.4,7.222222222222222,0.0,22,9
Silver Spring Networks,Communications Hardware,Redwood City,|Communications Hardware|Technology|Web Hosting|,Redwood City,358.929976,9.714285714285714,0.0,28,37
Moxsie,Shopping,Palo Alto,|Shopping|Fashion|E-Commerce|,Palo Alto,4.7,10.0,0.0,22,9
BrightSource Energy,Solar,Oakland,|Solar|Clean Technology|,Oakland,845.0,10.0,0.0,25,36
GreenBiz Group,Media,Oakland,|Clean Technology|Media|News|,Oakland,1.4,4.0,0.0,11,14
OmniPV,Energy,Belmont,|Solar|Energy|,Belmont,5.0,10.0,0.0,25,64
Sportgenic,Sports,San Francisco,|Social Media|Ad Targeting|Sports|Advertising|,San Francisco,11.489687,9.714285714285714,0.0,7,88
Tapulous,Apps,Palo Alto,|Software|Apps|Games|Mobile|,Palo Alto,2.8,9.428571428571429,0.0,3,29
Carbonetworks,Clean Technology,San Francisco,|Clean Technology|,San Francisco,5.0,10.0,0.0,11,14
Overtone,Social Media Monitoring,San Francisco,|Social Media Monitoring|SaaS|Social Media|Analytics|,San Francisco,20.5,9.25,0.0,7,17
Pearl Therapeutics,Health and Wellness,Redwood City,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,Redwood City,232.0001,9.909090909090908,0.0,18,50
GameDuell,Entertainment,San Francisco,|Entertainment|Social Media|Games|,San Francisco,17.45,10.0,0.0,7,17
Quark Pharmaceuticals,Medical,Fremont,|Medical|Biotechnology|,Fremont,37.0,9.0,0.0,2,3
Corefino,Software,Sunnyvale,|Software|,Sunnyvale,13.6,10.0,0.0,6,1
DriverSide,Cars,San Francisco,|Cars|Automotive|,San Francisco,10.607806,10.0,0.0,22,94
Graspr,Social Media,Mountain View,|Video|Networking|Social Media|,Mountain View,2.5,10.0,0.0,26,87
TRUSTe,Enterprise Software,San Francisco,|Privacy|Enterprise Software|,San Francisco,37.0,10.0,0.0,1,22
Sojern,Travel,San Francisco,|Travel|,San Francisco,42.5,10.0,0.0,15,41
Soma Networks,Web Hosting,San Francisco,|Web Hosting|,San Francisco,51.0,9.5,0.0,28,89
ChipX,Semiconductors,San Jose,|Semiconductors|,San Jose,4.0,9.0,0.0,4,20
DocVerse,Curated Web,San Francisco,|Curated Web|,San Francisco,1.3,10.0,0.0,9,6
CarbonFlow,Software,San Francisco,|Carbon|Green|Software|,San Francisco,8.467282,9.4,0.0,22,9
GoodData,Collaboration,San Francisco,|Analytics|Collaboration|Business Intelligence|SaaS|Enterprise Software|,San Francisco,101.199993,9.78125,0.0,22,0
YottaMark,Software,Redwood City,|Software|,Redwood City,42.0,10.0,0.0,6,84
Sensys Networks,Mobile,Berkeley,|Mobile|,Berkeley,16.816504,10.0,0.0,5,99
MedeAnalytics,Analytics,Emeryville,|Analytics|,Emeryville,50.0,10.0,0.0,13,2
Anvato,Software,Mountain View,|Software|,Mountain View,2.55,7.5,0.0,6,1
Kickfire,Analytics,Santa Clara,|Analytics|,Santa Clara,20.0,10.0,0.0,13,39
ngmoco,Mobile,San Francisco,|Mobile|Mobile Games|iPhone|Games|,San Francisco,44.8,9.88888888888889,0.0,3,98
Achievers,Incentives,San Francisco,|Incentives|Software|,San Francisco,49.122326,9.5,0.0,22,61
BitGravity,Web Hosting,Burlingame,|Video on Demand|Video Streaming|Content Delivery|Web Hosting|,Burlingame,2.5,9.5,0.0,27,62
WeAre.Us,Social Network Media,San Francisco,|Internet|Advertising|Health Care Information Technology|Social Network Media|Social Media|,San Francisco,0.05,4.333333333333333,0.0,7,88
ShopSavvy,Mobile,San Francisco,|QR Codes|Shopping|Mobile|,San Francisco,11.5,7.25,0.0,22,94
Sharethrough,Monetization,San Francisco,|Brand Marketing|Monetization|Mobile|Video|Advertising|,San Francisco,38.0,9.833333333333334,0.0,27,38
Jambool,Virtual Goods,San Francisco,|E-Commerce|Internet|Facebook Applications|Social Media|Virtual Currency|Virtual Goods|Finance|,San Francisco,6.0,9.4,0.0,7,88
ZOZI,Travel,San Francisco,|Travel|Active Lifestyle|SaaS|E-Commerce|,San Francisco,21.3,8.45,0.0,15,41
Entone Technologies,Hardware + Software,Cupertino,|Television|Hardware + Software|,Cupertino,24.0,10.0,0.0,10,21
iCurrent,News,South San Francisco,|News|,South San Francisco,3.0,10.0,0.0,22,9
Rocket Fuel,Software,Redwood City,|Software|Ad Targeting|Advertising|,Redwood City,76.6,9.818181818181818,0.0,22,0
WatchDox,Enterprise Software,Palo Alto,|Enterprise Software|,Palo Alto,35.75,10.0,0.0,1,22
InteKrin,Biotechnology,Los Altos,|Biotechnology|,Los Altos,42.184732,9.714285714285714,0.0,2,3
Chronix Biomedical,Biotechnology,San Jose,|Biotechnology|,San Jose,13.183707,7.666666666666667,0.0,2,46
sliceX,Enterprise Software,San Jose,|Enterprise Software|,San Jose,15.0,10.0,0.0,1,47
Ankeena Networks,Software,Santa Clara,|Media|Software|,Santa Clara,31.828793,10.0,0.0,7,17
